class,validName,trait,value,stage,reference,commentaires,
Dinophyceae,Spiniferodinium,motility,0,NA,Horiguchi et al 2011,NA,
Dinophyceae,Spiniferodinium,nfix,0,NA,NA,NA,
Dinophyceae,Spiniferodinium,Parasitic,NA,NA,NA,NA,
Dinophyceae,Spiniferodinium,Symbiosis_bacterienne,NA,NA,NA,NA,
Dinophyceae,Spiniferodinium,Taille.um.,42,NA,NA,NA,
Dinophyceae,Spiniferodinium,Toxines,0,NA,NA,NA,
Dinophyceae,Spiniferodinium,DMS,1,NA,NA,assumption in Keller et al 1989,
Dinophyceae,Torodinium,buoyancy,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,capsule,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,chlb,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,chlc,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,Coloniales,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,DMS,1,NA,NA,"microscopy, assumption in Keller et al 1989",
Dinophyceae,Torodinium,feeding_strategy,hetero,NA,Garate-Lizarraga & Mucino-Marquez 2013,microscopy,
Dinophyceae,Torodinium,Forme,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,fyco,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,motility,1,NA,Gomez et al 2016,microscopy,
Dinophyceae,Torodinium,nfix,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,Parasitic,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Dinophyceae,Torodinium,Taille.um.,108,NA,Garate-Lizarraga & Mucino-Marquez 2013,microscopy,
Dinophyceae,Torodinium,Toxines,NA,NA,NA,microscopy,
Dinophyceae,Woloszynskia,buoyancy,0,NA,NA,NA,
Dinophyceae,Woloszynskia,capsule,NA,NA,NA,NA,
Dinophyceae,Woloszynskia,chlb,0,NA,NA,NA,
Dinophyceae,Woloszynskia,chlc,NA,NA,NA,NA,
Dinophyceae,Woloszynskia,Coloniales,NA,NA,NA,NA,
Dinophyceae,Woloszynskia,feeding_strategy,mixo,NA,Kang et al 2011,NA,
Dinophyceae,Woloszynskia,Forme,NA,NA,NA,NA,
Dinophyceae,Woloszynskia,fyco,0,NA,NA,NA,
Dinophyceae,Woloszynskia,motility,1,NA,NA,NA,
Dinophyceae,Woloszynskia,nfix,0,NA,NA,NA,
Dinophyceae,Woloszynskia,Parasitic,NA,NA,NA,NA,
Dinophyceae,Woloszynskia,Symbiosis_bacterienne,NA,NA,NA,NA,
Dinophyceae,Woloszynskia,Taille.um.,12,NA,Siano et al 2009,NA,
Dinophyceae,Woloszynskia,Toxines,0,NA,NA,NA,
Dinophyceae,Woloszynskia,DMS,1,NA,NA,assumption in Keller et al 1989,
Euglenoidea,Eutreptiella,buoyancy,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,capsule,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,chlb,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,chlc,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,Coloniales,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,DMS,0,NA,Keller et al 1989,microscopy,
Euglenoidea,Eutreptiella,feeding_strategy,auto,NA,Jeong et al 2011,microscopy,
Euglenoidea,Eutreptiella,Forme,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,fyco,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,motility,1,NA,Olli 1996,microscopy,
Euglenoidea,Eutreptiella,nfix,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,Parasitic,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Euglenoidea,Eutreptiella,Taille.um.,17,NA,Olli 1996,microscopy,
Euglenoidea,Eutreptiella,Toxines,NA,NA,NA,microscopy,
Imbricatea,Pseudopirsonia,buoyancy,NA,NA,NA,NA,
Imbricatea,Pseudopirsonia,capsule,NA,NA,NA,NA,
Imbricatea,Pseudopirsonia,chlb,0,NA,NA,NA,
Imbricatea,Pseudopirsonia,chlc,0,NA,NA,NA,
Imbricatea,Pseudopirsonia,Coloniales,NA,NA,NA,NA,
Imbricatea,Pseudopirsonia,feeding_strategy,hetero,NA,NA,NA,
Imbricatea,Pseudopirsonia,Forme,sphere,NA,Kuhn et al 2004,NA,
Imbricatea,Pseudopirsonia,fyco,0,NA,NA,NA,
Imbricatea,Pseudopirsonia,motility,1,NA,Kuhn et al 2004,NA,
Imbricatea,Pseudopirsonia,nfix,0,NA,NA,NA,
Imbricatea,Pseudopirsonia,Parasitic,1,NA,Kuhn et al 2004,NA,
Imbricatea,Pseudopirsonia,Symbiosis_bacterienne,NA,NA,NA,NA,
Imbricatea,Pseudopirsonia,Taille.um.,8,NA,Kuhn et al 2004,NA,
Imbricatea,Pseudopirsonia,Toxines,0,NA,NA,NA,
Imbricatea,Pseudopirsonia,DMS,0,NA,NA,assumption,
Incertae_Sedis,Commation,DMS,0,NA,NA,"microscopy, assumption",
Incertae_Sedis,Commation,feeding_strategy,hetero,NA,Thomsen & Larsen 1993,microscopy,
Incertae_Sedis,Commation,motility,1,NA,Thomsen & Larsen 1993,microscopy,
Incertae_Sedis,Commation,Taille.um.,9,NA,Thomsen & Larsen 1994,microscopy,
Incertae_Sedis,Haplozoon,buoyancy,NA,NA,NA,NA,
Incertae_Sedis,Haplozoon,capsule,NA,NA,NA,NA,
Incertae_Sedis,Haplozoon,chlb,0,NA,NA,NA,
Incertae_Sedis,Haplozoon,chlc,0,NA,NA,NA,
Incertae_Sedis,Haplozoon,Coloniales,NA,NA,NA,NA,
Incertae_Sedis,Haplozoon,feeding_strategy,hetero,NA,NA,NA,
Incertae_Sedis,Haplozoon,Forme,Multi-cylinder,NA,NA,NA,
Incertae_Sedis,Haplozoon,fyco,0,NA,NA,NA,
Incertae_Sedis,Haplozoon,motility,1,NA,NA,NA,
Incertae_Sedis,Haplozoon,nfix,0,NA,NA,NA,
Incertae_Sedis,Haplozoon,Parasitic,1,NA,NA,NA,
Incertae_Sedis,Haplozoon,Symbiosis_bacterienne,NA,NA,NA,NA,
Incertae_Sedis,Haplozoon,Taille.um.,90,NA,NA,NA,
Incertae_Sedis,Haplozoon,Toxines,0,NA,NA,NA,
Incertae_Sedis,Haplozoon,DMS,0,NA,NA,assumption,
Incertae_Sedis,Quadricilia,DMS,0,NA,NA,"microscopy, assumption",
Incertae_Sedis,Quadricilia,feeding_strategy,hetero,NA,Moustaka-Gouni et al 2016,microscopy,
Incertae_Sedis,Quadricilia,motility,1,NA,NA,"microscopy, assumption",
Incertae_Sedis,Quadricilia,Taille.um.,10,NA,Auer & Hartmut 2001,microscopy,
Intramacronucleata,Amphorellopsis,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Amphorellopsis,capsule,NA,NA,NA,NA,
Intramacronucleata,Amphorellopsis,chlb,0,NA,NA,NA,
Intramacronucleata,Amphorellopsis,chlc,0,NA,NA,NA,
Intramacronucleata,Amphorellopsis,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Amphorellopsis,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Amphorellopsis,Forme,bowl,NA,NA,NA,
Intramacronucleata,Amphorellopsis,fyco,0,NA,NA,NA,
Intramacronucleata,Amphorellopsis,motility,1,NA,NA,NA,
Intramacronucleata,Amphorellopsis,nfix,0,NA,NA,NA,
Intramacronucleata,Amphorellopsis,Parasitic,0,NA,NA,NA,
Intramacronucleata,Amphorellopsis,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Amphorellopsis,Taille.um.,35,NA,NA,NA,
Intramacronucleata,Amphorellopsis,DMS,0,NA,NA,assumption,
Intramacronucleata,Amphorellopsis,Toxines,0,NA,NA,NA,
Intramacronucleata,Codonellopsis,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Codonellopsis,capsule,NA,NA,NA,NA,
Intramacronucleata,Codonellopsis,chlb,0,NA,NA,NA,
Intramacronucleata,Codonellopsis,chlc,0,NA,NA,NA,
Intramacronucleata,Codonellopsis,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Codonellopsis,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Codonellopsis,Forme,bowl,NA,NA,NA,
Intramacronucleata,Codonellopsis,fyco,0,NA,NA,NA,
Intramacronucleata,Codonellopsis,motility,1,NA,NA,NA,
Intramacronucleata,Codonellopsis,nfix,0,NA,NA,NA,
Intramacronucleata,Codonellopsis,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Codonellopsis,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Codonellopsis,Taille.um.,40,NA,NA,NA,
Intramacronucleata,Codonellopsis,Toxines,0,NA,NA,NA,
Intramacronucleata,Codonellopsis,DMS,0,NA,NA,assumption,
Intramacronucleata,Cymatocylis,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Cymatocylis,capsule,NA,NA,NA,NA,
Intramacronucleata,Cymatocylis,chlb,0,NA,NA,NA,
Intramacronucleata,Cymatocylis,chlc,0,NA,NA,NA,
Intramacronucleata,Cymatocylis,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Cymatocylis,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Cymatocylis,Forme,bowl,NA,NA,NA,
Intramacronucleata,Cymatocylis,fyco,0,NA,NA,NA,
Intramacronucleata,Cymatocylis,motility,1,NA,NA,NA,
Intramacronucleata,Cymatocylis,nfix,0,NA,NA,NA,
Intramacronucleata,Cymatocylis,Parasitic,0,NA,NA,NA,
Intramacronucleata,Cymatocylis,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Cymatocylis,Taille.um.,90,NA,NA,NA,
Intramacronucleata,Cymatocylis,Toxines,0,NA,NA,NA,
Intramacronucleata,Cymatocylis,DMS,0,NA,NA,assumption,
Intramacronucleata,Didinium,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Didinium,capsule,NA,NA,NA,NA,
Intramacronucleata,Didinium,chlb,NA,NA,NA,NA,
Intramacronucleata,Didinium,chlc,NA,NA,NA,NA,
Intramacronucleata,Didinium,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Didinium,feeding_strategy,hetero,NA,Hara et al 1985,NA,
Intramacronucleata,Didinium,Forme,NA,NA,NA,NA,
Intramacronucleata,Didinium,fyco,NA,NA,NA,NA,
Intramacronucleata,Didinium,motility,1,NA,Crawford 1992,NA,
Intramacronucleata,Didinium,nfix,NA,NA,NA,NA,
Intramacronucleata,Didinium,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Didinium,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Didinium,Taille.um.,110,NA,Hewett 1988,NA,
Intramacronucleata,Didinium,Toxines,0,NA,NA,NA,
Intramacronucleata,Didinium,DMS,0,NA,NA,assumption,
Intramacronucleata,Lohmanniella,buoyancy,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,capsule,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,chlb,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,chlc,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,Coloniales,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,DMS,0,NA,NA,"microscopy, assumption",
Intramacronucleata,Lohmanniella,feeding_strategy,hetero,NA,Chen & Chang 1999,microscopy,
Intramacronucleata,Lohmanniella,Forme,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,fyco,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,motility,1,NA,Chen & Chang 1999,microscopy,
Intramacronucleata,Lohmanniella,nfix,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,Parasitic,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Intramacronucleata,Lohmanniella,Taille.um.,40,NA,Chen & Chang 1999,microscopy,
Intramacronucleata,Lohmanniella,Toxines,NA,NA,NA,microscopy,
Intramacronucleata,Loxophyllum,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Loxophyllum,capsule,NA,NA,NA,NA,
Intramacronucleata,Loxophyllum,chlb,0,NA,NA,NA,
Intramacronucleata,Loxophyllum,chlc,0,NA,NA,NA,
Intramacronucleata,Loxophyllum,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Loxophyllum,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Loxophyllum,Forme,ellipsoidal,NA,NA,NA,
Intramacronucleata,Loxophyllum,fyco,0,NA,NA,NA,
Intramacronucleata,Loxophyllum,motility,1,NA,NA,NA,
Intramacronucleata,Loxophyllum,nfix,0,NA,NA,NA,
Intramacronucleata,Loxophyllum,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Loxophyllum,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Loxophyllum,Taille.um.,90,NA,NA,NA,
Intramacronucleata,Loxophyllum,Toxines,0,NA,NA,NA,
Intramacronucleata,Loxophyllum,DMS,0,NA,NA,assumption,
Intramacronucleata,Mesodinium,buoyancy,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,capsule,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,chlb,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,chlc,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,Coloniales,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,DMS,0,NA,NA,"microscopy, assumption",
Intramacronucleata,Mesodinium,feeding_strategy,hetero,NA,NA,"microscopy, assumption",
Intramacronucleata,Mesodinium,Forme,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,fyco,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,motility,1,NA,NA,"microscopy, assumption",
Intramacronucleata,Mesodinium,nfix,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,Parasitic,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Intramacronucleata,Mesodinium,Taille.um.,68,NA,NA,"microscopy, assumption moyenne",
Intramacronucleata,Mesodinium,Toxines,NA,NA,NA,microscopy,
Intramacronucleata,Pelagostrobilidium,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,capsule,NA,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,chlb,0,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,chlc,0,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,Forme,NA,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,fyco,0,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,motility,1,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,nfix,0,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,Taille.um.,68,NA,NA,assumption moyenne,
Intramacronucleata,Pelagostrobilidium,Toxines,0,NA,NA,NA,
Intramacronucleata,Pelagostrobilidium,DMS,0,NA,NA,assumption,
Intramacronucleata,Pithites,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Pithites,capsule,NA,NA,NA,NA,
Intramacronucleata,Pithites,chlb,0,NA,NA,NA,
Intramacronucleata,Pithites,chlc,0,NA,NA,NA,
Intramacronucleata,Pithites,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Pithites,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Pithites,Forme,NA,NA,NA,NA,
Intramacronucleata,Pithites,fyco,0,NA,NA,NA,
Intramacronucleata,Pithites,motility,1,NA,NA,assumption,
Intramacronucleata,Pithites,nfix,0,NA,NA,NA,
Intramacronucleata,Pithites,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Pithites,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Pithites,Taille.um.,68,NA,NA,assumption moyenne,
Intramacronucleata,Pithites,Toxines,0,NA,NA,NA,
Intramacronucleata,Pithites,DMS,0,NA,NA,assumption,
Intramacronucleata,Pseudocohnilembus,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,capsule,NA,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,chlb,0,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,chlc,0,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,Forme,NA,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,fyco,0,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,motility,1,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,nfix,0,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,Taille.um.,68,NA,NA,assumption moyenne,
Intramacronucleata,Pseudocohnilembus,Toxines,0,NA,NA,NA,
Intramacronucleata,Pseudocohnilembus,DMS,0,NA,NA,assumption,
Intramacronucleata,Pseudotontonia,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Pseudotontonia,capsule,NA,NA,NA,NA,
Intramacronucleata,Pseudotontonia,chlb,0,NA,NA,NA,
Intramacronucleata,Pseudotontonia,chlc,0,NA,NA,NA,
Intramacronucleata,Pseudotontonia,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Pseudotontonia,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Pseudotontonia,Forme,Rotational ellipsoid,NA,NA,NA,
Intramacronucleata,Pseudotontonia,fyco,0,NA,NA,NA,
Intramacronucleata,Pseudotontonia,motility,1,NA,NA,NA,
Intramacronucleata,Pseudotontonia,nfix,0,NA,NA,NA,
Intramacronucleata,Pseudotontonia,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Pseudotontonia,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Pseudotontonia,Taille.um.,70,NA,NA,NA,
Intramacronucleata,Pseudotontonia,Toxines,0,NA,NA,NA,
Intramacronucleata,Pseudotontonia,DMS,0,NA,NA,assumption,
Intramacronucleata,Spirostrombidium,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Spirostrombidium,capsule,NA,NA,NA,NA,
Intramacronucleata,Spirostrombidium,chlb,0,NA,NA,NA,
Intramacronucleata,Spirostrombidium,chlc,0,NA,NA,NA,
Intramacronucleata,Spirostrombidium,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Spirostrombidium,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Spirostrombidium,Forme,NA,NA,NA,NA,
Intramacronucleata,Spirostrombidium,fyco,0,NA,NA,NA,
Intramacronucleata,Spirostrombidium,motility,1,NA,NA,NA,
Intramacronucleata,Spirostrombidium,nfix,0,NA,NA,NA,
Intramacronucleata,Spirostrombidium,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Spirostrombidium,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Spirostrombidium,Taille.um.,68,NA,NA,assumption moyenne,
Intramacronucleata,Spirostrombidium,Toxines,0,NA,NA,NA,
Intramacronucleata,Spirostrombidium,DMS,0,NA,NA,assumption,
Intramacronucleata,Spirotontonia,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Spirotontonia,capsule,NA,NA,NA,NA,
Intramacronucleata,Spirotontonia,chlb,0,NA,NA,NA,
Intramacronucleata,Spirotontonia,chlc,0,NA,NA,NA,
Intramacronucleata,Spirotontonia,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Spirotontonia,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Spirotontonia,Forme,obconical,NA,NA,NA,
Intramacronucleata,Spirotontonia,fyco,0,NA,NA,NA,
Intramacronucleata,Spirotontonia,motility,1,NA,NA,NA,
Intramacronucleata,Spirotontonia,nfix,0,NA,NA,NA,
Intramacronucleata,Spirotontonia,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Spirotontonia,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Spirotontonia,Taille.um.,100,NA,NA,NA,
Intramacronucleata,Spirotontonia,Toxines,0,NA,NA,NA,
Intramacronucleata,Spirotontonia,DMS,0,NA,NA,assumption,
Intramacronucleata,Strombidinopsis,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,capsule,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,chlb,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,chlc,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,feeding_strategy,hetero,NA,Jeong et al 1999,NA,
Intramacronucleata,Strombidinopsis,Forme,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,fyco,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,motility,1,NA,NA,assumption,
Intramacronucleata,Strombidinopsis,nfix,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Strombidinopsis,Taille.um.,68,NA,NA,assumption moyenne,
Intramacronucleata,Strombidinopsis,Toxines,0,NA,NA,NA,
Intramacronucleata,Strombidinopsis,DMS,0,NA,NA,assumption,
Intramacronucleata,Strombidium,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Strombidium,capsule,NA,NA,NA,NA,
Intramacronucleata,Strombidium,chlb,NA,NA,NA,NA,
Intramacronucleata,Strombidium,chlc,NA,NA,NA,NA,
Intramacronucleata,Strombidium,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Strombidium,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Strombidium,Forme,bowl,NA,NA,NA,
Intramacronucleata,Strombidium,fyco,NA,NA,NA,NA,
Intramacronucleata,Strombidium,motility,1,NA,NA,NA,
Intramacronucleata,Strombidium,nfix,NA,NA,NA,NA,
Intramacronucleata,Strombidium,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Strombidium,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Strombidium,Taille.um.,50,NA,NA,NA,
Intramacronucleata,Strombidium,Toxines,0,NA,NA,NA,
Intramacronucleata,Strombidium,DMS,0,NA,NA,assumption,
Intramacronucleata,Tintinnopsis,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,capsule,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,chlb,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,chlc,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,Coloniales,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,feeding_strategy,hetero,NA,NA,NA,
Intramacronucleata,Tintinnopsis,Forme,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,fyco,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,motility,0,NA,Bakker & Phaff 1975,NA,
Intramacronucleata,Tintinnopsis,nfix,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,Parasitic,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,Symbiosis_bacterienne,NA,NA,NA,NA,
Intramacronucleata,Tintinnopsis,Taille.um.,60,NA,Bakker & Phaff 1975,NA,
Intramacronucleata,Tintinnopsis,Toxines,0,NA,NA,NA,
Intramacronucleata,Tintinnopsis,DMS,0,NA,NA,assumption,
Intramacronucleata,Uronema,buoyancy,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,capsule,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,chlb,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,chlc,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,Coloniales,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,DMS,0,NA,NA,"microscopy, assumption",
Intramacronucleata,Uronema,feeding_strategy,hetero,NA,NA,"microscopy, assumption",
Intramacronucleata,Uronema,Forme,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,fyco,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,motility,1,NA,NA,microscopy,
Intramacronucleata,Uronema,nfix,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,Parasitic,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Intramacronucleata,Uronema,Taille.um.,68,NA,NA,"microscopy, assumption moyenne",
Intramacronucleata,Uronema,Toxines,NA,NA,NA,microscopy,
Intramacronucleata,Zoothamnium,buoyancy,NA,NA,NA,NA,
Intramacronucleata,Zoothamnium,capsule,NA,NA,NA,NA,
Intramacronucleata,Zoothamnium,chlb,NA,NA,NA,NA,
Intramacronucleata,Zoothamnium,chlc,NA,NA,NA,NA,
Intramacronucleata,Zoothamnium,Coloniales,1,NA,Rinke et al 2006,NA,
Intramacronucleata,Zoothamnium,DMS,0,NA,NA,assumption,
Intramacronucleata,Zoothamnium,feeding_strategy,hetero,NA,Ji et al 2015,NA,
Intramacronucleata,Zoothamnium,Forme,triangle,NA,Ji et al 2015,NA,
Intramacronucleata,Zoothamnium,fyco,NA,NA,NA,NA,
Intramacronucleata,Zoothamnium,motility,1,NA,Valbonesi 1989,NA,
Intramacronucleata,Zoothamnium,nfix,NA,NA,NA,NA,
Intramacronucleata,Zoothamnium,Parasitic,1,NA,Nagasawa 1986,NA,
Intramacronucleata,Zoothamnium,Symbiosis_bacterienne,1,NA,Bauer-Nebelsick et al 1996,NA,
Intramacronucleata,Zoothamnium,Taille.um.,60,NA,Ji et al 2015,NA,
Intramacronucleata,Zoothamnium,Toxines,NA,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,buoyancy,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,capsule,NA,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,chlb,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,chlc,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,Coloniales,NA,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,feeding_strategy,hetero,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,Forme,Cone + half sphere,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,fyco,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,motility,1,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,nfix,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,Parasitic,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,Symbiosis_bacterienne,NA,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,Taille.um.,6,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,Toxines,0,NA,NA,NA,
Kathablepharidae_cl,Leucocryptos,DMS,0,NA,NA,assumption,
Mamiellophyceae,Bathycoccus,buoyancy,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,capsule,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,chlb,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,chlc,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,Coloniales,NA,NA,NA,NA,
Mamiellophyceae,Bathycoccus,feeding_strategy,auto,NA,Moreau et al 2012,NA,
